Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2010,699,1,156,"H3","840820",5,175,107053,1740654,4
2010,699,2,156,"H3","840820",5,2,905,15382,6
2010,699,1,156,"H3","840910",8,4023,4023,289374,0
2010,699,2,156,"H3","840999",8,518461,518461,12758506,6
2010,699,1,156,"H3","840999",8,4143697,4143697,36013976,0
2010,699,1,156,"H3","8410",1,,,4360483,0
2010,699,2,156,"H3","8410",1,,7579,214674,4
2010,699,1,156,"H3","841011",5,17366,,559651,0
2010,699,1,156,"H3","841012",5,3865,81265,2449246,4
2010,699,1,156,"H3","841013",5,100,1426,49514,4
2010,699,1,156,"H3","841090",8,75986,75986,1302072,0
2010,699,2,156,"H3","841090",8,7579,7579,214674,6
2010,699,1,156,"H3","841111",5,1,11,8437,4
2010,699,1,156,"H3","841191",8,122006,122006,2516681,0
2010,699,2,156,"H3","841191",1,,,2167,0
2010,699,1,156,"H3","8412",1,,,12001515,0
2010,699,2,156,"H3","8412",1,,,938168,0
2010,699,1,156,"H3","841210",5,3,,2590,0
2010,699,2,156,"H3","841210",1,,,14865,0
2010,699,1,156,"H3","841221",5,2672,23411,544082,4
2010,699,2,156,"H3","841221",1,,5135,116788,4
2010,699,1,156,"H3","841229",5,9273,82025,2523953,4
2010,699,2,156,"H3","841229",1,,7761,248792,4
2010,699,1,156,"H3","841231",5,33596,9128,447238,4
2010,699,1,156,"H3","841280",5,4446,130639,3998514,4
2010,699,2,156,"H3","841280",1,,,2619,0
2010,699,1,156,"H3","841290",8,227809,227809,4032801,0
2010,699,2,156,"H3","841290",8,16894,16894,532405,6
2010,699,1,156,"H3","841320",5,280,1382,23191,4
2010,699,1,156,"H3","841350",5,20267,38915,1558209,4
2010,699,2,156,"H3","841350",1,,5016,214534,4
2010,699,1,156,"H3","841381",5,303531,338603,7887764,4
2010,699,2,156,"H3","841381",1,,6465,114730,4
2010,699,1,156,"H3","841382",5,897,4822,81831,4
2010,699,2,156,"H3","841391",8,204681,204681,6490762,6
2010,699,1,156,"H3","841391",8,1589313,1589313,17859120,0
2010,699,1,156,"H3","841392",8,6918,6918,86056,0
2010,699,1,156,"H3","8414",1,,35964472,405728590,4
2010,699,2,156,"H3","8414",1,,,28127516,0
2010,699,1,156,"H3","841420",5,3089109,395681,3526510,4
2010,699,2,156,"H3","841420",1,,590,7900,4
2010,699,1,156,"H3","841430",5,1477049,4869561,46564480,4
2010,699,2,156,"H3","841430",1,,104596,860145,4
2010,699,1,156,"H3","841460",5,258358,1202922,10532353,4
2010,699,1,156,"H3","8415",1,,35733594,351721381,4
2010,699,2,156,"H3","8415",1,,24838,386309,4
2010,699,1,156,"H3","841581",5,5546,203536,3063300,4
2010,699,2,156,"H3","841581",5,3,171,2775,6
2010,699,1,156,"H3","841582",5,4997,84191,1233401,4
2010,699,2,156,"H3","841582",1,,64,1007,4
2010,699,1,156,"H3","841583",5,12579,462600,6307193,4
2010,699,2,156,"H3","841583",1,,6619,96355,4
2010,699,1,156,"H3","841590",8,13282743,13282743,129217014,0
2010,699,2,156,"H3","841590",8,17717,17717,282741,6
2010,699,1,156,"H3","8416",8,4577291,4577291,93727302,0
2010,699,2,156,"H3","8416",8,7092,7092,270570,6
2010,699,1,156,"H3","841610",8,65369,65369,2491323,0
2010,699,2,156,"H3","841610",8,127,127,4102,6
2010,699,1,156,"H3","841630",8,52295,52295,3438931,0
2010,699,1,156,"H3","841690",8,4408141,4408141,86456687,0
2010,699,2,156,"H3","841690",8,84,84,4148,6
2010,699,1,156,"H3","841710",5,1506,3004926,37710861,4
2010,699,1,156,"H3","841790",8,1606065,1606065,37905555,0
2010,699,2,156,"H3","841790",8,3801,3801,59701,6
2010,699,1,156,"H3","841830",5,41578,2192939,10802210,4
2010,699,2,156,"H3","841830",5,24,1220,6500,6
2010,699,1,156,"H3","841840",5,15626,1391983,7352274,4
2010,699,1,156,"H3","841861",1,,160116,2822835,0
2010,699,2,156,"H3","841869",8,8655,8655,135308,6
2010,699,1,156,"H3","841869",8,3128623,3128623,54944169,0
2010,699,2,156,"H3","841891",8,9600,9600,90356,6
2010,699,1,156,"H3","841891",8,34205,34205,281159,0
2010,699,2,156,"H3","841899",8,18925,18925,227610,6
2010,699,1,156,"H3","841899",8,3693833,3693833,34576275,0
2010,699,1,156,"H3","8419",1,,,111230691,0
2010,699,2,156,"H3","8419",1,,1035085,24943917,4
2010,699,1,156,"H3","841911",5,413917,680931,6359219,4
2010,699,2,156,"H3","841911",1,,19854,256604,4
2010,699,1,156,"H3","841919",5,42064,392172,2869433,4
2010,699,2,156,"H3","841919",5,372,21570,174553,6
2010,699,1,156,"H3","841939",5,60049,282483,6321423,4
2010,699,2,156,"H3","841939",1,,234,5795,4
2010,699,1,156,"H3","841960",5,420,,542494,0
2010,699,2,156,"H3","841960",1,,4572,168859,4
2010,699,1,156,"H3","841989",5,9903,930253,26060396,4
2010,699,2,156,"H3","841989",1,,327159,8408413,4
2010,699,2,156,"H3","841990",8,526208,526208,13314720,6
2010,699,1,156,"H3","841990",8,2802051,2802051,35459011,0
2010,699,1,156,"H3","8420",1,,464492,7822042,4
2010,699,2,156,"H3","8420",1,,,96026,0
2010,699,1,156,"H3","842010",5,656,355023,6131348,4
2010,699,1,156,"H3","842091",8,41002,41002,481741,0
2010,699,2,156,"H3","842091",8,5907,5907,84833,6
2010,699,1,156,"H3","842099",8,68467,68467,1208953,0
2010,699,2,156,"H3","842099",1,,,11193,0
2010,699,1,156,"H3","842111",5,2,326,15759,4
2010,699,2,156,"H3","842111",1,,10,483,4
2010,699,1,156,"H3","842119",5,1239,56793,3049949,4
2010,699,2,156,"H3","842119",5,741,149461,9514215,6
2010,699,1,156,"H3","842122",5,60250,424,20895,4
2010,699,1,156,"H3","842191",8,6136,6136,299358,0
2010,699,2,156,"H3","842191",8,2141,2141,206709,6
2010,699,1,156,"H3","842199",8,2789048,2789048,24805623,0
2010,699,2,156,"H3","842199",8,235830,235830,4244411,6
2010,699,1,156,"H3","8422",1,,1456020,29284003,4
2010,699,2,156,"H3","8422",1,,90324,3602248,4
2010,699,1,156,"H3","842211",5,1039,22196,168468,4
2010,699,1,156,"H3","842219",5,380,45055,1245842,4
2010,699,2,156,"H3","842219",5,282,26724,828600,6
2010,699,1,156,"H3","842230",1,,604872,13316679,0
2010,699,2,156,"H3","842230",1,,31203,1497050,4
2010,699,2,156,"H3","842240",1,,31978,1236305,4
2010,699,1,156,"H3","842240",1,,592871,10545430,0
2010,699,1,156,"H3","8423",1,,,11164681,0
2010,699,2,156,"H3","8423",1,,,24393,0
2010,699,1,156,"H3","842330",5,302,47379,2447236,4
2010,699,1,156,"H3","842382",5,347,,377172,0
2010,699,2,156,"H3","842382",1,,9,406,4
2010,699,1,156,"H3","8424",1,,,36864776,0
2010,699,2,156,"H3","8424",1,,,305706,0
2010,699,1,156,"H3","842410",5,51128,,565070,0
2010,699,1,156,"H3","842420",5,54411,35035,847205,4
2010,699,2,156,"H3","842420",1,,514,15915,4
2010,699,1,156,"H3","842430",5,1218,14508,233943,4
2010,699,2,156,"H3","842430",1,,386,7125,4
2010,699,1,156,"H3","842481",5,978537,1596567,15436941,4
2010,699,1,156,"H3","842489",5,235089,426724,10485249,4
2010,699,2,156,"H3","842489",1,,4333,124371,4
2010,699,1,156,"H3","8425",1,,,8584954,0
2010,699,2,156,"H3","8425",1,,26740,420705,4
2010,699,1,156,"H3","842519",5,39952,127007,1570749,4
2010,699,2,156,"H3","842519",1,,617,10681,4
2010,699,1,156,"H3","842539",5,177,118850,2244960,4
2010,699,1,156,"H3","842542",5,27513,,874756,0
2010,699,2,156,"H3","842542",1,,1221,13151,4
2010,699,1,156,"H3","842611",5,104,370860,3270442,4
2010,699,2,156,"H3","842611",5,16,80715,721840,6
2010,699,1,156,"H3","842619",5,664,2662484,21511481,4
2010,699,2,156,"H3","842619",1,,60739,489152,4
2010,699,1,156,"H3","842620",5,333,8527451,26011253,4
2010,699,2,156,"H3","842620",5,1,31694,100019,6
2010,699,1,156,"H3","842630",5,100,1476594,12325592,4
2010,699,1,156,"H3","842641",5,3,153296,1048841,4
2010,699,1,156,"H3","842649",5,832,8997237,69771644,4
2010,699,1,156,"H3","842699",5,674,2435470,28061857,4
2010,699,2,156,"H3","842699",5,40,68711,750472,6
2010,699,1,156,"H3","8427",1,,3119815,17804781,4
2010,699,1,156,"H3","842720",5,349,312833,1533784,4
2010,699,1,156,"H3","842810",5,6203,4745977,34160060,4
2010,699,1,156,"H3","842831",5,36,263411,3294181,4
2010,699,1,156,"H3","842832",5,87,55866,520213,4
2010,699,1,156,"H3","842839",5,4279,727938,11532805,4
2010,699,1,156,"H3","842840",5,938,3490195,20905802,4
2010,699,1,156,"H3","842860",5,179,20462,299067,4
2010,699,1,156,"H3","842890",5,7963,,21656383,0
2010,699,2,156,"H3","842890",1,,,482445,0
2010,699,2,156,"H3","8429",5,7,54004,288992,6
2010,699,1,156,"H3","8429",5,5080,12176283,74671732,4
2010,699,1,156,"H3","842911",5,17,370978,2298138,4
2010,699,1,156,"H3","842920",5,130,1101866,8380461,4
2010,699,1,156,"H3","842930",5,47,5653,36100,4
2010,699,1,156,"H3","842959",5,4785,9553500,56978645,4
2010,699,2,156,"H3","842959",5,7,54004,288992,6
2010,699,1,156,"H3","843039",5,9,239923,3758199,4
2010,699,1,156,"H3","843041",5,138,539163,8218372,4
2010,699,2,156,"H3","843041",1,,5467,90049,4
2010,699,1,156,"H3","843049",5,962,310186,5538338,4
2010,699,2,156,"H3","843049",1,,497,11269,4
2010,699,1,156,"H3","843050",5,36,532413,5602441,4
2010,699,1,156,"H3","843061",5,89,173897,2020025,4
2010,699,1,156,"H3","8431",8,8974977,8974977,147707973,0
2010,699,2,156,"H3","8431",8,478437,478437,4989718,6
2010,699,1,156,"H3","843110",8,321059,321059,4010520,0
2010,699,2,156,"H3","843110",8,19851,19851,373825,6
2010,699,1,156,"H3","843143",8,837522,837522,17137189,0
2010,699,2,156,"H3","843143",8,29482,29482,548727,6
2010,699,1,156,"H3","843210",5,3214,27648,212610,4
2010,699,1,156,"H3","843221",5,100,5,28,4
2010,699,1,156,"H3","843229",5,16710,258954,1867972,4
2010,699,2,156,"H3","843229",1,,694,4757,4
2010,699,1,156,"H3","843230",5,30212,199074,2136116,4
2010,699,1,156,"H3","843280",1,,1340798,21330162,0
2010,699,2,156,"H3","843280",1,,214,1669,4
2010,699,1,156,"H3","843290",8,367460,367460,3610970,0
2010,699,1,156,"H3","8433",1,,963783,9957059,4
2010,699,2,156,"H3","8433",1,,2729,29529,4
2010,699,1,156,"H3","843319",5,128,2611,26630,4
2010,699,1,156,"H3","843320",5,1122,12468,125804,4
2010,699,1,156,"H3","843340",5,26,13410,129535,4
2010,699,1,156,"H3","843360",5,262,14409,420425,4
2010,699,1,156,"H3","843390",8,270743,270743,2934759,0
2010,699,2,156,"H3","843390",8,1705,1705,18750,6
2010,699,1,156,"H3","843410",5,843,33260,727106,4
2010,699,1,156,"H3","843420",5,22,22216,692302,4
2010,699,1,156,"H3","843490",8,13286,13286,398966,0
2010,699,1,156,"H3","8435",1,,30502,723456,4
2010,699,2,156,"H3","8435",1,,,136243,0
2010,699,1,156,"H3","843510",5,87,29457,706457,4
2010,699,2,156,"H3","843510",1,,4786,135506,4
2010,699,1,156,"H3","843590",8,1045,1045,16999,0
2010,699,2,156,"H3","843590",1,,,738,0
2010,699,1,156,"H3","8436",1,,421526,4123331,4
2010,699,2,156,"H3","8436",1,,2073,12126,4
2010,699,1,156,"H3","843680",5,4,299,3266,4
2010,699,1,156,"H3","843699",8,32974,32974,1007064,0
2010,699,2,156,"H3","843699",8,83,83,1155,6
2010,699,1,156,"H3","843780",5,5545,556585,8528653,4
2010,699,2,156,"H3","843780",5,24,24373,356922,6
2010,699,1,156,"H3","843790",8,230651,230651,3079163,0
2010,699,2,156,"H3","843790",1,,,821509,0
2010,699,1,156,"H3","843810",5,4165,131481,3210469,4
2010,699,1,156,"H3","843820",5,69,41202,1386302,4
2010,699,1,156,"H3","843830",5,62,,597629,0
2010,699,1,156,"H3","843840",5,2,7209,205676,4
2010,699,1,156,"H3","843850",5,189,9396,383769,4
2010,699,1,156,"H3","843860",5,51,3331,121784,4
2010,699,1,156,"H3","843880",5,442,90675,3170087,4
2010,699,2,156,"H3","843880",5,78,29973,1056462,6
2010,699,1,156,"H3","8439",1,,,13835454,0
2010,699,2,156,"H3","8439",1,,34044,994600,4
2010,699,1,156,"H3","843910",5,19,1159,31386,4
2010,699,2,156,"H3","843910",5,25,28735,860894,6
2010,699,1,156,"H3","843930",5,17797,429557,8401551,4
2010,699,2,156,"H3","843930",5,0,115,2827,6
2010,699,1,156,"H3","843999",8,254861,254861,4329086,0
2010,699,2,156,"H3","843999",8,5191,5191,130763,6
2010,699,1,156,"H3","844090",8,2592,2592,62876,0
2010,699,2,156,"H3","844090",8,2,2,245,6
2010,699,1,156,"H3","844120",5,290,,2316308,0
2010,699,1,156,"H3","844130",5,234,275885,7637079,4
2010,699,1,156,"H3","844140",5,609,300946,3927650,4
2010,699,1,156,"H3","844180",5,4597,648203,14099471,4
2010,699,2,156,"H3","844180",5,7,7841,195862,6
2010,699,1,156,"H3","844190",8,318268,318268,4468816,0
2010,699,2,156,"H3","844190",8,1293,1293,77100,6
2010,699,2,156,"H3","8442",1,,,670,0
2010,699,1,156,"H3","8442",1,,1126353,20008588,4
2010,699,1,156,"H3","844230",5,52,24822,1351123,4
2010,699,1,156,"H3","844250",8,1101184,1101184,18644474,0
2010,699,2,156,"H3","844250",1,,,670,0
2010,699,1,156,"H3","8443",1,,,348947550,0
2010,699,2,156,"H3","8443",1,,,616079,0
2010,699,1,156,"H3","844311",5,8,994,18932,4
2010,699,2,156,"H3","844311",1,,,359566,0
2010,699,1,156,"H3","844314",5,1,,117349,0
2010,699,1,156,"H3","844317",5,14,,1432122,0
2010,699,1,156,"H3","844331",5,946082,7731928,136845561,4
2010,699,1,156,"H3","844332",5,976777,3015295,102930100,4
2010,699,2,156,"H3","844332",1,,588,24069,4
2010,699,1,156,"H3","844391",8,319668,319668,6906780,0
2010,699,2,156,"H3","844391",8,2072,2072,115529,6
2010,699,1,156,"H3","844399",8,1897911,1897911,76081279,6
2010,699,2,156,"H3","844399",8,4327,4327,85340,6
2010,699,1,156,"H3","8444",1,,,36041570,0
2010,699,2,156,"H3","8444",1,,510,11754,4
2010,699,1,156,"H3","844400",5,1592,,36041570,0
2010,699,2,156,"H3","844400",1,,510,11754,4
2010,699,1,156,"H3","8445",1,,5415950,68903819,4
2010,699,2,156,"H3","8445",1,,,4501924,0
2010,699,1,156,"H3","844512",5,4,1185,17298,4
2010,699,1,156,"H3","844520",5,483,3883048,45177622,4
2010,699,2,156,"H3","844520",1,,,3930719,0
2010,699,1,156,"H3","844590",5,784,336046,4886474,4
2010,699,2,156,"H3","844590",5,1,,25111,2
2010,699,1,156,"H3","844621",5,39,32401,290998,4
2010,699,1,156,"H3","844630",5,5227,4031015,38167988,4
2010,699,2,156,"H3","844630",1,,,257053,0
2010,699,1,156,"H3","8447",5,21029,7598170,175175326,4
2010,699,2,156,"H3","8447",5,6,8310,119752,6
2010,699,1,156,"H3","844711",5,613,172012,6968521,4
2010,699,1,156,"H3","844712",5,204,181589,3321717,4
2010,699,2,156,"H3","844720",5,5,7686,108385,6
2010,699,1,156,"H3","844720",5,1220,329355,6640299,4
2010,699,1,156,"H3","844790",5,18992,6915214,158244789,4
2010,699,2,156,"H3","844790",5,1,624,11367,6
2010,699,1,156,"H3","844811",8,115814,115814,2117328,0
2010,699,2,156,"H3","844811",8,165915,165915,3067620,6
2010,699,1,156,"H3","844820",8,162909,162909,2816707,0
2010,699,2,156,"H3","844820",1,,,1536130,0
2010,699,1,156,"H3","844832",8,60939,60939,2500244,0
2010,699,2,156,"H3","844832",8,11971,11971,778425,6
2010,699,1,156,"H3","844851",8,175421,175421,1036472,0
2010,699,2,156,"H3","844851",8,9322,9322,1441983,6
2010,699,1,156,"H3","844859",8,290044,290044,3019513,0
2010,699,2,156,"H3","844859",1,,,35993,0
2010,699,1,156,"H3","8449",8,246949,246949,4528862,0
2010,699,2,156,"H3","8449",8,38,38,1400,6
2010,699,1,156,"H3","844900",8,246949,246949,4528862,0
2010,699,2,156,"H3","844900",8,38,38,1400,6
2010,699,1,156,"H3","8450",1,,21515435,99089933,4
2010,699,2,156,"H3","8450",1,,908,8809,4
2010,699,1,156,"H3","845012",5,128586,2822064,10561116,4
2010,699,1,156,"H3","845019",5,450826,7204172,29259530,4
2010,699,2,156,"H3","845019",5,6,276,1409,6
2010,699,1,156,"H3","845090",8,2187903,2187903,20628435,0
2010,699,2,156,"H3","845090",8,532,532,7021,6
2010,699,1,156,"H3","845130",5,117167,146730,2681270,4
2010,699,2,156,"H3","845130",1,,27,503,4
2010,699,1,156,"H3","845180",5,3430,372719,7724213,4
2010,699,2,156,"H3","845180",1,,697,12148,4
2010,699,1,156,"H3","845190",8,111059,111059,1952223,0
2010,699,2,156,"H3","845190",8,225,225,8172,6
2010,699,1,156,"H3","8452",1,,4965026,88382979,4
2010,699,2,156,"H3","8452",1,,,27637,0
2010,699,1,156,"H3","845210",5,62299,259190,3300666,4
2010,699,1,156,"H3","845221",5,68279,369688,11367148,4
2010,699,1,156,"H3","845229",5,231899,3506781,66592831,4
2010,699,2,156,"H3","845229",1,,795,17831,4
2010,699,1,156,"H3","845240",8,131423,131423,1142342,0
2010,699,2,156,"H3","845290",1,,,9806,0
2010,699,1,156,"H3","845290",8,595959,595959,4563946,0
2010,699,1,156,"H3","845310",5,247,162973,1276505,4
2010,699,2,156,"H3","845310",5,0,456,3601,6
2010,699,1,156,"H3","845320",5,2339,550963,8634659,4
2010,699,2,156,"H3","845320",1,,224,4035,4
2010,699,1,156,"H3","845390",8,125714,125714,1880410,0
2010,699,1,156,"H3","845420",5,1965,,1800452,0
2010,699,1,156,"H3","8455",1,,,87798315,0
2010,699,2,156,"H3","8455",1,,17130,133712,4
2010,699,1,156,"H3","845510",5,86,980946,13311308,4
2010,699,1,156,"H3","845521",5,570,1759251,20765023,4
2010,699,1,156,"H3","845522",5,285,,13270688,0
2010,699,2,156,"H3","845530",1,,14785,83079,4
2010,699,1,156,"H3","845530",5,2471,3247825,18433410,4
2010,699,1,156,"H3","845590",8,1340113,1340113,22017886,0
2010,699,2,156,"H3","845590",8,2345,2345,50633,6
2010,699,2,156,"H3","8456",1,,,4122,0
2010,699,1,156,"H3","8456",1,,,5590492,0
2010,699,1,156,"H3","845610",5,309,,1942155,0
2010,699,2,156,"H3","845610",1,,,2533,0
2010,699,1,156,"H3","845690",5,479,94891,3199999,4
2010,699,2,156,"H3","845690",5,0,,1589,2
2010,699,1,156,"H3","8457",1,,,7433638,0
2010,699,2,156,"H3","8457",1,,11459,142977,4
2010,699,1,156,"H3","845720",5,13,,1079273,0
2010,699,1,156,"H3","845891",5,86,63014,1050630,4
2010,699,2,156,"H3","8459",1,,,7807,0
2010,699,1,156,"H3","8459",1,,,27780999,0
2010,699,1,156,"H3","845910",5,39,,107043,0
2010,699,1,156,"H3","845921",5,84,92845,1832136,4
2010,699,1,156,"H3","845929",5,1196,,5696709,0
2010,699,1,156,"H3","845931",5,48,419442,6432093,4
2010,699,1,156,"H3","845940",5,58,212881,2545052,4
2010,699,1,156,"H3","845959",5,312,163032,1277577,4
2010,699,1,156,"H3","845969",5,161,,1189508,0
2010,699,1,156,"H3","846029",5,195,,1811373,0
2010,699,2,156,"H3","846029",1,,2160,43082,4
2010,699,1,156,"H3","846031",5,3,202,9572,4
2010,699,2,156,"H3","846039",1,,1691,53180,4
2010,699,1,156,"H3","846039",5,38025,38494,834210,4
2010,699,1,156,"H3","846040",5,6,5055,206050,4
2010,699,2,156,"H3","846040",1,,533,18519,4
2010,699,1,156,"H3","8461",1,,,12867631,0
2010,699,2,156,"H3","8461",1,,,970974,0
2010,699,1,156,"H3","846120",5,476,,1642800,0
2010,699,2,156,"H3","846120",1,,,933799,0
2010,699,1,156,"H3","846140",5,730,134446,2939263,4
2010,699,2,156,"H3","846140",1,,,196,0
2010,699,1,156,"H3","8462",1,,,44654452,0
2010,699,2,156,"H3","8462",1,,26553,223336,4
2010,699,1,156,"H3","846221",5,14,31117,471934,4
2010,699,1,156,"H3","846231",5,25,184463,1484616,4
2010,699,1,156,"H3","846239",5,371,960909,5495687,4
2010,699,2,156,"H3","846239",1,,8030,40628,4
2010,699,1,156,"H3","846241",5,14,45016,815418,4
2010,699,1,156,"H3","846249",5,2677,,4502361,0
2010,699,2,156,"H3","846249",5,5,8112,76444,6
2010,699,1,156,"H3","846291",5,521,,7854688,0
2010,699,2,156,"H3","846291",1,,3134,31464,4
2010,699,1,156,"H3","846299",5,674,,10583606,0
2010,699,2,156,"H3","846299",1,,5915,62122,4
2010,699,1,156,"H3","8463",1,,689727,12382694,4
2010,699,2,156,"H3","8463",1,,3978,49265,4
2010,699,1,156,"H3","846310",5,3263,430562,6116706,4
2010,699,1,156,"H3","846330",5,277,52058,1279216,4
2010,699,1,156,"H3","846390",5,592,197413,4837789,4
2010,699,2,156,"H3","846390",1,,495,11040,4
2010,699,1,156,"H3","846410",5,16449,280600,3511988,4
2010,699,1,156,"H3","8465",1,,1103160,15407857,4
2010,699,2,156,"H3","8465",1,,24636,392408,4
2010,699,1,156,"H3","846591",5,3622,70993,738221,4
2010,699,1,156,"H3","846592",5,234,26095,290832,4
2010,699,1,156,"H3","846594",5,202,29673,521394,4
2010,699,2,156,"H3","846594",1,,1887,33909,4
2010,699,1,156,"H3","846595",5,71710,87074,1516935,4
2010,699,2,156,"H3","846595",1,,222,4438,4
2010,699,1,156,"H3","846596",5,130,31827,269466,4
2010,699,1,156,"H3","846599",5,16141,708110,9783733,4
2010,699,2,156,"H3","846599",1,,2183,25229,4
2010,699,1,156,"H3","8466",1,,2305527,30634212,0
2010,699,2,156,"H3","8466",1,,,3812492,0
2010,699,1,156,"H3","846610",8,184201,184201,2983096,0
2010,699,2,156,"H3","846610",8,6223,6223,558727,6
2010,699,1,156,"H3","846620",8,21587,21587,475915,0
2010,699,2,156,"H3","846620",1,,,14523,0
2010,699,1,156,"H3","846691",8,684607,684607,4794585,0
2010,699,1,156,"H3","846693",8,649382,649382,9120459,0
2010,699,2,156,"H3","846693",1,,,1554171,0
2010,699,1,156,"H3","846721",5,210366,126390,2315758,4
2010,699,1,156,"H3","846729",5,1272821,1087726,19852089,4
2010,699,2,156,"H3","846729",5,1324,4939,102303,6
2010,699,1,156,"H3","846781",5,41346,19129,544808,4
2010,699,1,156,"H3","846789",5,285844,212024,5167845,4
2010,699,2,156,"H3","846789",1,,538,16368,4
2010,699,1,156,"H3","846791",8,7585,7585,86264,0
2010,699,1,156,"H3","846792",8,57727,57727,640873,0
2010,699,2,156,"H3","846792",8,2985,2985,146755,6
2010,699,1,156,"H3","8468",1,,,30546342,0
2010,699,2,156,"H3","8468",1,,1873,63257,4
2010,699,1,156,"H3","846880",5,488,,1751342,0
2010,699,2,156,"H3","846880",1,,426,15547,4
2010,699,1,156,"H3","846900",5,537,,214788,0
2010,699,1,156,"H3","847030",5,5118753,,5563144,0
2010,699,1,156,"H3","847050",5,58325,4901,361148,4
2010,699,1,156,"H3","847090",5,24553,9115,1084617,4
2010,699,1,156,"H3","8471",1,,,1463122996,0
2010,699,2,156,"H3","8471",1,,12408,1778612,4
2010,699,1,156,"H3","847130",5,2232951,5518996,949119401,4
2010,699,2,156,"H3","847130",5,134,443,87980,6
2010,699,1,156,"H3","847141",5,22298,,6290690,0
2010,699,2,156,"H3","847141",1,,2682,318540,4
2010,699,1,156,"H3","847150",5,163013,817346,129901377,4
2010,699,2,156,"H3","847150",1,,6286,1007095,4
2010,699,1,156,"H3","847160",5,20512569,,85341015,0
2010,699,2,156,"H3","847160",1,,1595,118487,4
2010,699,1,156,"H3","847180",5,72074,19342,4315308,4
2010,699,2,156,"H3","847180",1,,31,5626,4
2010,699,1,156,"H3","847210",5,5,98,2322,4
2010,699,1,156,"H3","8473",1,,13863345,536492104,0
2010,699,2,156,"H3","8473",1,,,17948144,0
2010,699,1,156,"H3","847321",8,24376,24376,332230,0
2010,699,1,156,"H3","847329",8,430462,430462,5337145,0
2010,699,2,156,"H3","847329",8,1524,1524,129453,6
2010,699,1,156,"H3","847340",8,534420,534420,19626567,0
2010,699,2,156,"H3","847340",8,104891,104891,10363882,6
2010,699,1,156,"H3","847350",8,113423,113423,2973144,0
2010,699,2,156,"H3","847350",8,217,217,23313,6
2010,699,1,156,"H3","8474",1,,9433175,99346328,4
2010,699,2,156,"H3","8474",1,,409096,3907900,4
2010,699,1,156,"H3","847410",5,7027,1214408,14643666,4
2010,699,2,156,"H3","847410",5,4,9919,116657,6
2010,699,1,156,"H3","847420",5,379,3595127,30070702,4
2010,699,2,156,"H3","847420",1,,39289,361385,4
2010,699,1,156,"H3","847431",5,191,625984,3523361,4
2010,699,1,156,"H3","847439",5,161,373501,5259456,4
2010,699,2,156,"H3","847439",5,26,26318,455727,6
2010,699,1,156,"H3","847480",5,28447,1427210,17821513,4
2010,699,2,156,"H3","847480",5,2,3047,38987,6
2010,699,1,156,"H3","8475",1,,267073,13034560,4
2010,699,2,156,"H3","8475",1,,,52805,0
2010,699,1,156,"H3","8476",1,,,192415,0
2010,699,1,156,"H3","847629",5,23,,60337,0
2010,699,1,156,"H3","847689",5,1125,523,12164,4
2010,699,1,156,"H3","847690",8,8210,8210,119915,0
2010,699,1,156,"H3","8477",1,,,164915735,0
2010,699,2,156,"H3","8477",1,,437787,7771397,4
2010,699,1,156,"H3","847710",5,445,1399245,13350297,4
2010,699,2,156,"H3","847710",5,24,186654,1301171,6
2010,699,1,156,"H3","847730",5,252,270995,5282116,4
2010,699,2,156,"H3","847730",1,,90240,2191334,4
2010,699,1,156,"H3","847740",5,417,83629,2121799,4
2010,699,2,156,"H3","847740",5,2,2749,61519,6
2010,699,1,156,"H3","847751",5,181,,6973464,0
2010,699,2,156,"H3","847751",1,,74236,1355023,4
2010,699,2,156,"H3","847790",8,43371,43371,1994425,6
2010,699,1,156,"H3","847790",8,1175715,1175715,40093882,0
2010,699,1,156,"H3","847890",8,2030,2030,88656,0
2010,699,2,156,"H3","847890",8,12,12,1885,6
2010,699,1,156,"H3","847920",5,91,109909,1848554,4
2010,699,2,156,"H3","847920",5,40,37448,801075,6
2010,699,1,156,"H3","847930",5,147,134688,1865084,4
2010,699,1,156,"H3","847940",5,177,654482,13188536,4
2010,699,1,156,"H3","847950",5,292,39624,1979704,4
2010,699,1,156,"H3","847960",5,54813,217906,2838735,4
2010,699,2,156,"H3","847960",1,,54,892,4
2010,699,1,156,"H3","847981",5,6963,218258,6527009,4
2010,699,1,156,"H3","847989",5,42254,2622031,78153969,4
2010,699,2,156,"H3","847989",1,,123388,2982815,4
2010,699,1,156,"H3","847990",8,4102551,4102551,52723513,0
2010,699,2,156,"H3","847990",8,132125,132125,4013727,6
2010,699,1,156,"H3","848010",8,12880,12880,394792,0
2010,699,2,156,"H3","848010",1,,,57709,0
2010,699,1,156,"H3","848050",8,11392,11392,421145,0
2010,699,1,156,"H3","848071",8,721083,721083,18741475,0
2010,699,2,156,"H3","848071",8,21373,21373,902792,6
2010,699,1,156,"H3","848079",8,2299270,2299270,45530415,0
2010,699,2,156,"H3","848079",8,99370,99370,2949238,6
2010,699,2,156,"H3","8481",8,637863,637863,18074731,6
2010,699,1,156,"H3","8481",8,17465019,17465019,135933688,0
2010,699,1,156,"H3","848110",8,219128,219128,2764660,0
2010,699,2,156,"H3","848110",8,7983,7983,332619,6
