Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2010,699,2,156,"H3","293499",1,,,149277,0
2010,699,1,156,"H3","2935",1,,2236010,16940933,0
2010,699,2,156,"H3","2935",1,,,11608374,0
2010,699,1,156,"H3","2936",1,,1966307,45677837,0
2010,699,2,156,"H3","2936",1,,325289,5061220,4
2010,699,1,156,"H3","293622",8,233781,233781,4485649,0
2010,699,1,156,"H3","293625",8,183543,183543,3369826,0
2010,699,1,156,"H3","293628",8,59098,59098,2015425,0
2010,699,1,156,"H3","293629",8,145279,145279,4612586,0
2010,699,2,156,"H3","293629",8,325119,325119,5057414,6
2010,699,1,156,"H3","293690",8,38517,38517,1648945,0
2010,699,2,156,"H3","293690",8,170,170,3806,6
2010,699,1,156,"H3","2937",1,,154351,74600616,0
2010,699,2,156,"H3","2937",1,,,595373,0
2010,699,1,156,"H3","293719",8,4261,4261,2164836,0
2010,699,2,156,"H3","293719",1,,,34025,0
2010,699,1,156,"H3","293721",8,24720,24720,17505216,0
2010,699,2,156,"H3","293721",1,,,494996,0
2010,699,1,156,"H3","293723",8,28475,28475,8778590,0
2010,699,1,156,"H3","293729",8,22538,22538,12857618,0
2010,699,2,156,"H3","293729",1,,,34361,0
2010,699,1,156,"H3","293731",8,65,65,40687,0
2010,699,1,156,"H3","293810",8,4227,4227,129676,0
2010,699,1,156,"H3","293890",8,277149,277149,4570076,0
2010,699,2,156,"H3","293890",8,3375,3375,378596,6
2010,699,1,156,"H3","293911",8,602,602,235376,0
2010,699,1,156,"H3","293919",8,235,235,7172,0
2010,699,2,156,"H3","293919",1,,,455572,0
2010,699,1,156,"H3","293920",8,40413,40413,1121100,0
2010,699,2,156,"H3","293920",1,,,38309,0
2010,699,1,156,"H3","293930",8,15099,15099,140454,0
2010,699,2,156,"H3","293930",8,12080,12080,139301,6
2010,699,1,156,"H3","293941",8,600,600,12844,0
2010,699,2,156,"H3","293941",8,2279,2279,105083,6
2010,699,1,156,"H3","293949",8,120,120,17736,0
2010,699,2,156,"H3","293949",1,,,103068,0
2010,699,1,156,"H3","293969",8,6,6,535467,0
2010,699,2,156,"H3","293969",8,101,101,512255,6
2010,699,2,156,"H3","293999",1,,,1422919,0
2010,699,1,156,"H3","293999",8,64023,64023,19526606,0
2010,699,1,156,"H3","2940",1,,240880,3536761,0
2010,699,2,156,"H3","2940",1,,,2886,0
2010,699,1,156,"H3","294000",8,240880,240880,3536761,0
2010,699,2,156,"H3","294000",1,,,2886,0
2010,699,1,156,"H3","2941",1,,17961833,712506046,0
2010,699,2,156,"H3","2941",1,,,42573079,0
2010,699,1,156,"H3","294110",8,10040228,10040228,262339530,0
2010,699,2,156,"H3","294110",8,6619,6619,226345,6
2010,699,1,156,"H3","294120",8,193339,193339,10147369,0
2010,699,1,156,"H3","294130",8,1017297,1017297,19971193,0
2010,699,1,156,"H3","294150",8,1363711,1363711,90545276,0
2010,699,2,156,"H3","294150",8,219,219,41533,6
2010,699,1,156,"H3","294190",8,5085305,5085305,321954515,0
2010,699,2,156,"H3","294190",1,,,41989020,0
2010,699,1,156,"H3","294200",8,26160102,26160102,576224280,0
2010,699,2,156,"H3","294200",1,,,41480166,0
2010,699,1,156,"H3","300120",8,7000,7000,60047,0
2010,699,1,156,"H3","300210",8,5089,5089,2786068,0
2010,699,2,156,"H3","300210",1,,,4945,0
2010,699,1,156,"H3","300290",8,10214,10214,1929603,0
2010,699,2,156,"H3","300290",1,,,3859,0
2010,699,1,156,"H3","3003",1,,48322,10017167,0
2010,699,2,156,"H3","3003",1,,,18116642,0
2010,699,1,156,"H3","300310",8,137,137,19850,0
2010,699,2,156,"H3","300310",1,,,7249,0
2010,699,1,156,"H3","300320",8,20,20,73899,0
2010,699,2,156,"H3","300320",1,,,748124,0
2010,699,2,156,"H3","300331",1,,,587,0
2010,699,1,156,"H3","300339",8,7185,7185,2141856,0
2010,699,2,156,"H3","300339",8,1745,1745,82718,6
2010,699,1,156,"H3","300390",8,40980,40980,7781562,0
2010,699,2,156,"H3","300390",1,,,17277965,0
2010,699,1,156,"H3","3004",1,,573907,15678784,0
2010,699,2,156,"H3","3004",1,,,7977178,0
2010,699,1,156,"H3","300420",8,413345,413345,2620209,0
2010,699,2,156,"H3","300420",1,,,641556,0
2010,699,1,156,"H3","300450",8,19784,19784,1338985,0
2010,699,2,156,"H3","300450",8,2066,2066,54733,6
2010,699,1,156,"H3","300510",8,73358,73358,770876,0
2010,699,1,156,"H3","300590",8,97427,97427,1462725,0
2010,699,2,156,"H3","300590",8,5336,5336,78402,6
2010,699,1,156,"H3","300610",8,2105,2105,127994,0
2010,699,1,156,"H3","300630",8,1880,1880,391474,0
2010,699,1,156,"H3","300640",8,16052,16052,496256,0
2010,699,1,156,"H3","300650",8,264,264,13179,0
2010,699,2,156,"H3","300650",8,37,37,567,6
2010,699,1,156,"H3","300660",8,340,340,2549,0
2010,699,1,156,"H3","300670",8,337,337,13912,0
2010,699,2,156,"H3","300670",1,,,293,0
2010,699,1,156,"H3","300691",8,1000,1000,7202,0
2010,699,1,156,"H3","3101",1,,863681,5178590,0
2010,699,1,156,"H3","310210",8,1395462016,1395462016,444064983,0
2010,699,1,156,"H3","310230",8,50000,50000,17332,0
2010,699,1,156,"H3","310250",8,1813421,1813421,813263,0
2010,699,1,156,"H3","310260",8,3122975,3122975,1192651,0
2010,699,1,156,"H3","310290",8,177620,177620,145653,0
2010,699,1,156,"H3","3103",8,79676848,79676848,31970173,0
2010,699,1,156,"H3","310310",8,47796848,47796848,18449449,0
2010,699,1,156,"H3","310390",8,31880000,31880000,13520724,0
2010,699,1,156,"H3","310420",8,23033000,23033000,8433133,0
2010,699,1,156,"H3","310430",8,703000,703000,375363,0
2010,699,1,156,"H3","3105",8,1769163372,1769163372,874236066,0
2010,699,2,156,"H3","3105",8,17099,17099,33094,6
2010,699,1,156,"H3","310530",8,1131552384,1131552384,600982635,0
2010,699,1,156,"H3","310551",8,1000,1000,1794,0
2010,699,1,156,"H3","310590",8,155972444,155972444,52375413,0
2010,699,2,156,"H3","310590",8,17099,17099,33094,6
2010,699,1,156,"H3","32",1,,,228853141,0
2010,699,2,156,"H3","32",1,,,70884614,0
2010,699,1,156,"H3","3201",1,,56490,68657,0
2010,699,2,156,"H3","3201",1,,,224251,0
2010,699,1,156,"H3","320110",8,200,200,209,0
2010,699,2,156,"H3","320110",8,101149,101149,111875,6
2010,699,1,156,"H3","320120",8,15000,15000,27906,0
2010,699,2,156,"H3","320120",1,,,53151,0
2010,699,1,156,"H3","320190",8,41290,41290,40542,0
2010,699,2,156,"H3","320190",1,,,59224,0
2010,699,1,156,"H3","3202",8,367435,367435,618081,0
2010,699,2,156,"H3","3202",8,7632941,7632941,12632444,6
2010,699,1,156,"H3","320290",8,116558,116558,203246,0
2010,699,2,156,"H3","320290",8,321049,321049,453894,6
2010,699,1,156,"H3","3203",8,206224,206224,762213,0
2010,699,2,156,"H3","3203",8,603,603,9263,6
2010,699,1,156,"H3","3204",1,,21183560,119359738,0
2010,699,2,156,"H3","3204",1,,,53045617,0
2010,699,1,156,"H3","320412",8,687123,687123,3110617,0
2010,699,2,156,"H3","320412",8,1178170,1178170,8022964,6
2010,699,1,156,"H3","320415",8,3688401,3688401,25283522,0
2010,699,2,156,"H3","320415",8,292414,292414,4148235,6
2010,699,1,156,"H3","320419",8,3771891,3771891,17747639,0
2010,699,2,156,"H3","320419",1,,,4446204,0
2010,699,1,156,"H3","320420",8,411788,411788,4751470,0
2010,699,2,156,"H3","320420",8,342553,342553,1585808,6
2010,699,1,156,"H3","320490",8,1272975,1272975,6243476,0
2010,699,2,156,"H3","320490",1,,,6447172,0
2010,699,1,156,"H3","3205",8,45911,45911,163868,0
2010,699,2,156,"H3","3205",8,5269,5269,72709,6
2010,699,1,156,"H3","320500",8,45911,45911,163868,0
2010,699,2,156,"H3","320500",8,5269,5269,72709,6
2010,699,1,156,"H3","3206",1,,22298532,50732223,0
2010,699,2,156,"H3","3206",1,,195665,795077,4
2010,699,1,156,"H3","320619",8,320608,320608,1088300,0
2010,699,2,156,"H3","320619",8,544,544,1528,6
2010,699,1,156,"H3","320620",8,51546,51546,237087,0
2010,699,2,156,"H3","320620",8,17674,17674,88788,6
2010,699,1,156,"H3","320641",8,8000,8000,8729,0
2010,699,2,156,"H3","320641",8,111072,111072,447822,6
2010,699,1,156,"H3","320642",8,947861,947861,660398,0
2010,699,1,156,"H3","320650",8,139637,139637,2953744,0
2010,699,1,156,"H3","320720",8,583370,583370,757863,0
2010,699,1,156,"H3","3208",8,1443158,1443158,5653555,0
2010,699,2,156,"H3","3208",8,279967,279967,1225333,6
2010,699,1,156,"H3","320810",8,172504,172504,722061,0
2010,699,2,156,"H3","320810",8,12022,12022,56309,6
2010,699,1,156,"H3","320890",8,977258,977258,4175753,0
2010,699,2,156,"H3","320890",8,263057,263057,1140648,6
2010,699,1,156,"H3","3209",8,368343,368343,1687263,0
2010,699,2,156,"H3","3209",8,7387,7387,22362,6
2010,699,1,156,"H3","320910",8,97722,97722,275734,0
2010,699,2,156,"H3","320910",8,7371,7371,22302,6
2010,699,1,156,"H3","320990",8,270621,270621,1411529,0
2010,699,2,156,"H3","320990",8,16,16,61,6
2010,699,1,156,"H3","3210",8,142406,142406,524888,0
2010,699,2,156,"H3","3210",8,6618,6618,27979,6
2010,699,1,156,"H3","321000",8,142406,142406,524888,0
2010,699,2,156,"H3","321000",8,6618,6618,27979,6
2010,699,1,156,"H3","3211",8,5391,5391,32601,0
2010,699,2,156,"H3","3211",8,136,136,546,6
2010,699,2,156,"H3","3212",8,55188,55188,474402,6
2010,699,1,156,"H3","3212",8,8022975,8022975,13529718,0
2010,699,1,156,"H3","321210",8,7795051,7795051,11810671,0
2010,699,1,156,"H3","3213",8,65849,65849,303605,0
2010,699,2,156,"H3","3213",8,1687,1687,15376,6
2010,699,1,156,"H3","3214",8,956902,956902,2672200,0
2010,699,2,156,"H3","3214",8,7575,7575,25890,6
2010,699,1,156,"H3","3215",1,,2523718,13909105,0
2010,699,2,156,"H3","3215",1,,,2195564,0
2010,699,1,156,"H3","321519",8,925157,925157,4832137,0
2010,699,2,156,"H3","321519",8,254194,254194,1765547,6
2010,699,1,156,"H3","321590",8,1129761,1129761,7137164,0
2010,699,2,156,"H3","321590",1,,,116570,0
2010,699,1,156,"H3","33",1,,,60467498,0
2010,699,2,156,"H3","33",1,,,43179300,0
2010,699,1,156,"H3","3301",1,,1781312,35485748,0
2010,699,2,156,"H3","3301",1,,,26665160,0
2010,699,1,156,"H3","330112",8,300,300,2924,0
2010,699,2,156,"H3","330112",1,,,75,0
2010,699,1,156,"H3","330113",8,540,540,11663,0
2010,699,2,156,"H3","330113",8,2,2,49,6
2010,699,1,156,"H3","330124",8,35,35,708,0
2010,699,2,156,"H3","330124",8,255067,255067,8456508,6
2010,699,1,156,"H3","330129",8,797084,797084,8377600,0
2010,699,2,156,"H3","330129",8,10249,10249,397575,6
2010,699,1,156,"H3","3302",8,453647,453647,6414327,0
2010,699,2,156,"H3","3302",8,581969,581969,9193128,6
2010,699,1,156,"H3","3303",8,207285,207285,1400901,0
2010,699,2,156,"H3","3303",8,1271,1271,35751,6
2010,699,1,156,"H3","330410",8,474644,474644,2076179,0
2010,699,2,156,"H3","330410",8,459,459,22944,6
2010,699,1,156,"H3","330420",8,121783,121783,998458,0
2010,699,1,156,"H3","330430",8,154364,154364,837056,0
2010,699,1,156,"H3","330491",8,101891,101891,583088,0
2010,699,2,156,"H3","330491",8,3,3,97,6
2010,699,1,156,"H3","330499",8,927189,927189,4853096,0
2010,699,2,156,"H3","330499",8,86648,86648,1193051,6
2010,699,1,156,"H3","3305",8,310667,310667,1864945,0
2010,699,2,156,"H3","3305",8,159386,159386,718877,6
2010,699,1,156,"H3","330520",8,1272,1272,5166,0
2010,699,1,156,"H3","330530",8,572,572,3441,0
2010,699,1,156,"H3","3306",1,,28308,510168,0
2010,699,2,156,"H3","3306",1,,43191,198101,4
2010,699,1,156,"H3","330690",8,18084,18084,465841,0
2010,699,1,156,"H3","330720",8,296142,296142,1615379,0
2010,699,2,156,"H3","330720",8,18093,18093,127180,6
2010,699,1,156,"H3","330741",8,474287,474287,789648,0
2010,699,2,156,"H3","330741",1,,,909636,0
2010,699,1,156,"H3","330749",8,120292,120292,399887,0
2010,699,2,156,"H3","330749",8,10068,10068,53378,6
2010,699,1,156,"H3","330790",8,702073,702073,1399525,0
2010,699,2,156,"H3","330790",8,538455,538455,4061741,6
2010,699,1,156,"H3","34",1,,,21179568,0
2010,699,2,156,"H3","34",1,,,8071637,0
2010,699,1,156,"H3","3401",8,1278077,1278077,2242517,0
2010,699,2,156,"H3","3401",8,201242,201242,462817,6
2010,699,1,156,"H3","340111",8,457956,457956,1004366,0
2010,699,2,156,"H3","340111",8,116963,116963,297073,6
2010,699,1,156,"H3","340119",8,130053,130053,146825,0
2010,699,2,156,"H3","340119",8,72684,72684,121015,6
2010,699,1,156,"H3","340120",8,396022,396022,487761,0
2010,699,1,156,"H3","340130",8,294046,294046,603565,0
2010,699,2,156,"H3","340130",8,11596,11596,44729,6
2010,699,1,156,"H3","340211",8,597376,597376,1306415,0
2010,699,2,156,"H3","340211",8,2839995,2839995,4579957,6
2010,699,1,156,"H3","340213",8,218239,218239,665605,0
2010,699,2,156,"H3","340213",8,327149,327149,856690,6
2010,699,1,156,"H3","340290",8,844482,844482,2106114,0
2010,699,2,156,"H3","340290",8,156566,156566,383694,6
2010,699,2,156,"H3","340311",8,70479,70479,139810,6
2010,699,1,156,"H3","340311",8,12816,12816,38442,0
2010,699,1,156,"H3","340319",8,321590,321590,944281,0
2010,699,2,156,"H3","340319",8,147312,147312,555138,6
2010,699,1,156,"H3","340391",8,158582,158582,360833,0
2010,699,2,156,"H3","340391",8,242866,242866,525577,6
2010,699,1,156,"H3","340399",8,1188293,1188293,4038234,0
2010,699,2,156,"H3","340399",8,28183,28183,123838,6
2010,699,1,156,"H3","3404",8,1442859,1442859,3221026,0
2010,699,2,156,"H3","3404",8,54621,54621,158599,6
2010,699,1,156,"H3","340420",8,25305,25305,57977,0
2010,699,2,156,"H3","340420",8,18669,18669,47537,6
2010,699,1,156,"H3","340490",8,1417554,1417554,3163049,0
2010,699,2,156,"H3","340490",8,35953,35953,111062,6
2010,699,1,156,"H3","3405",8,155525,155525,642173,0
2010,699,2,156,"H3","3405",8,32289,32289,179030,6
2010,699,1,156,"H3","340510",8,8746,8746,38383,0
2010,699,2,156,"H3","340510",8,20588,20588,125497,6
2010,699,1,156,"H3","340530",8,1552,1552,9399,0
2010,699,1,156,"H3","340540",8,776,776,7548,0
2010,699,1,156,"H3","3406",8,920285,920285,1271851,0
2010,699,2,156,"H3","3406",8,3,3,11,6
2010,699,1,156,"H3","340700",8,40065,40065,253484,0
2010,699,2,156,"H3","350110",8,22449,22449,134211,6
2010,699,1,156,"H3","350110",8,30893,30893,108894,0
2010,699,2,156,"H3","350190",8,6457,6457,41919,6
2010,699,1,156,"H3","350190",8,10016,10016,53161,0
2010,699,1,156,"H3","350290",8,458,458,12629,0
2010,699,1,156,"H3","3503",8,140374,140374,246441,0
2010,699,2,156,"H3","3503",8,2103,2103,11953,6
2010,699,1,156,"H3","350300",8,140374,140374,246441,0
2010,699,2,156,"H3","350300",8,2103,2103,11953,6
2010,699,1,156,"H3","350400",8,315858,315858,970932,0
2010,699,2,156,"H3","350400",8,24,24,153,6
2010,699,1,156,"H3","3505",8,384722,384722,634730,0
2010,699,2,156,"H3","3505",8,22948,22948,26397,6
2010,699,1,156,"H3","350520",8,147159,147159,232661,0
2010,699,2,156,"H3","350520",8,7,7,12,6
2010,699,1,156,"H3","3507",8,4061035,4061035,15124630,0
2010,699,2,156,"H3","3507",8,80615,80615,1029317,6
2010,699,1,156,"H3","36",1,,,1309875,0
2010,699,2,156,"H3","36",1,,,433,0
2010,699,1,156,"H3","3602",1,,26000,7694,0
2010,699,1,156,"H3","360200",8,26000,26000,7694,0
2010,699,1,156,"H3","3603",8,235000,235000,1054288,0
2010,699,1,156,"H3","360300",8,235000,235000,1054288,0
2010,699,1,156,"H3","360490",8,13550,13550,218742,0
2010,699,1,156,"H3","360500",8,50,50,160,0
2010,699,2,156,"H3","360500",8,187,187,433,6
2010,699,1,156,"H3","360690",8,6153,6153,26991,0
2010,699,1,156,"H3","370110",2,24849,8833,187194,4
2010,699,1,156,"H3","370191",8,84449,84449,1145848,0
2010,699,1,156,"H3","3702",1,,,58237,0
2010,699,1,156,"H3","370210",2,8000,771,17917,4
2010,699,1,156,"H3","370231",5,12,,97,0
2010,699,1,156,"H3","370232",2,17,5,154,4
2010,699,1,156,"H3","370239",2,2296,,7098,0
2010,699,1,156,"H3","370242",2,500,308,3304,4
2010,699,1,156,"H3","370256",4,300,,616,0
2010,699,1,156,"H3","370295",4,12800,736,16284,4
2010,699,1,156,"H3","3703",8,2801026,2801026,17240142,0
2010,699,1,156,"H3","370310",8,501099,501099,1948085,0
2010,699,1,156,"H3","370320",8,1235314,1235314,5980153,0
2010,699,1,156,"H3","370390",8,1064613,1064613,9311904,0
2010,699,1,156,"H3","370400",8,4659,4659,34160,0
2010,699,2,156,"H3","370400",1,,,5934,0
2010,699,1,156,"H3","3705",8,45,45,2185,0
2010,699,1,156,"H3","370590",8,45,45,2185,0
2010,699,1,156,"H3","370690",4,2300,,9555,0
2010,699,2,156,"H3","370690",1,,,9061,0
2010,699,1,156,"H3","370790",8,1183155,1183155,9067227,0
2010,699,2,156,"H3","370790",1,,,46213,0
2010,699,1,156,"H3","380110",8,1708485,1708485,2897093,0
2010,699,1,156,"H3","380120",8,21735,21735,96106,0
2010,699,1,156,"H3","380130",8,3196000,3196000,2352491,0
2010,699,1,156,"H3","380190",8,3135369,3135369,5198911,0
2010,699,2,156,"H3","380190",1,,,26230,0
2010,699,1,156,"H3","3802",8,5362662,5362662,8120317,0
2010,699,2,156,"H3","3802",8,138441,138441,307446,6
2010,699,1,156,"H3","380210",8,4418503,4418503,7493735,0
2010,699,2,156,"H3","380210",8,134198,134198,304596,6
2010,699,1,156,"H3","380290",8,944159,944159,626582,0
2010,699,2,156,"H3","380290",8,4242,4242,2850,6
2010,699,1,156,"H3","3804",8,5444816,5444816,2262005,0
2010,699,2,156,"H3","3804",8,4833,4833,3039,6
2010,699,1,156,"H3","3805",1,,452025,1569347,0
2010,699,2,156,"H3","3805",1,,8592,26398,4
2010,699,1,156,"H3","3806",8,24993447,24993447,57444545,0
2010,699,2,156,"H3","3806",8,16779,16779,16160,6
2010,699,1,156,"H3","380630",8,508400,508400,1302612,0
2010,699,1,156,"H3","380700",8,3000,3000,25062,0
2010,699,2,156,"H3","380700",1,,,16915,0
2010,699,1,156,"H3","3808",8,23155149,23155149,158335679,0
2010,699,2,156,"H3","3808",8,7492962,7492962,56594234,6
2010,699,2,156,"H3","380850",8,133304,133304,699337,6
2010,699,1,156,"H3","380850",8,677475,677475,4175824,0
2010,699,1,156,"H3","380891",8,5732372,5732372,48555698,0
2010,699,2,156,"H3","380891",8,2895735,2895735,29502859,6
2010,699,1,156,"H3","380892",8,1119246,1119246,6187940,0
2010,699,2,156,"H3","380892",8,305632,305632,2754222,6
2010,699,1,156,"H3","380893",8,1852154,1852154,13342338,0
2010,699,2,156,"H3","380893",8,781713,781713,6034450,6
2010,699,1,156,"H3","380899",8,13773767,13773767,86072381,0
2010,699,2,156,"H3","380899",8,3376577,3376577,17603365,6
2010,699,1,156,"H3","3809",1,,8940117,18147455,0
2010,699,2,156,"H3","3809",1,,1532920,3556362,4
2010,699,1,156,"H3","380993",8,519440,519440,1244324,0
2010,699,2,156,"H3","380993",8,510587,510587,1338144,6
2010,699,1,156,"H3","381090",8,1165229,1165229,1363777,0
2010,699,1,156,"H3","381119",8,14011,14011,54842,0
2010,699,2,156,"H3","381119",8,684,684,3296,6
2010,699,1,156,"H3","381121",8,60844,60844,128016,0
2010,699,2,156,"H3","381121",8,103625,103625,341267,6
2010,699,1,156,"H3","381129",8,53161,53161,165462,0
2010,699,1,156,"H3","381190",8,278675,278675,895953,0
2010,699,2,156,"H3","381190",8,431271,431271,1535950,6
2010,699,1,156,"H3","3812",8,11405276,11405276,38409392,0
2010,699,2,156,"H3","3812",8,470450,470450,1418909,6
2010,699,1,156,"H3","381210",8,3940323,3940323,11631761,0
2010,699,2,156,"H3","381210",8,171682,171682,726512,6
2010,699,1,156,"H3","381220",8,743951,743951,2302568,0
2010,699,2,156,"H3","381220",8,253659,253659,536068,6
2010,699,1,156,"H3","381230",8,6721002,6721002,24475064,0
2010,699,2,156,"H3","381230",8,45110,45110,156329,6
2010,699,1,156,"H3","381300",8,1216473,1216473,913387,0
2010,699,2,156,"H3","381300",8,3384,3384,8999,6
2010,699,1,156,"H3","3814",8,911485,911485,2970215,0
2010,699,2,156,"H3","3814",8,3401,3401,9829,6
2010,699,1,156,"H3","3815",8,855839,855839,6669298,0
2010,699,2,156,"H3","3815",8,43983,43983,712474,6
2010,699,1,156,"H3","381512",8,41320,41320,1118966,0
2010,699,2,156,"H3","381512",8,569,569,32090,6
2010,699,1,156,"H3","3816",8,22310628,22310628,17708754,0
2010,699,2,156,"H3","3816",8,1564318,1564318,1480052,6
2010,699,1,156,"H3","381600",8,22310628,22310628,17708754,0
2010,699,2,156,"H3","381600",8,1564318,1564318,1480052,6
2010,699,1,156,"H3","381700",8,32020,32020,62918,0
2010,699,2,156,"H3","381700",8,538288,538288,768735,6
2010,699,1,156,"H3","3818",1,,672822,151019880,0
2010,699,2,156,"H3","3818",1,,,235568,0
2010,699,1,156,"H3","381800",8,672822,672822,151019880,0
2010,699,2,156,"H3","381800",1,,,235568,0
2010,699,1,156,"H3","3819",8,60460,60460,288647,0
2010,699,2,156,"H3","3819",8,61337,61337,171473,6
2010,699,1,156,"H3","381900",8,60460,60460,288647,0
2010,699,2,156,"H3","381900",8,61337,61337,171473,6
2010,699,1,156,"H3","3820",8,23671,23671,135021,0
2010,699,2,156,"H3","3820",8,9697,9697,15751,6
2010,699,1,156,"H3","382000",8,23671,23671,135021,0
2010,699,2,156,"H3","382000",8,9697,9697,15751,6
2010,699,1,156,"H3","382100",8,10839,10839,94442,0
2010,699,2,156,"H3","382100",8,3351,3351,126399,6
2010,699,1,156,"H3","3822",8,1021550,1021550,8457249,0
2010,699,2,156,"H3","3822",8,3096,3096,264164,6
2010,699,1,156,"H3","3823",8,3709226,3709226,4257097,0
2010,699,2,156,"H3","3823",8,21720668,21720668,22976777,6
2010,699,1,156,"H3","382312",8,99998,99998,158858,0
2010,699,2,156,"H3","382370",8,2330458,2330458,3773899,6
2010,699,1,156,"H3","382430",8,102901,102901,241337,0
2010,699,2,156,"H3","382430",8,1,1,48,6
2010,699,1,156,"H3","382440",8,5709889,5709889,6878078,0
2010,699,2,156,"H3","382440",8,18553,18553,25952,6
2010,699,1,156,"H3","382450",8,304272,304272,126383,0
2010,699,2,156,"H3","382450",8,427,427,244,6
2010,699,1,156,"H3","382460",8,504840,504840,271185,0
2010,699,2,156,"H3","382460",8,50145,50145,31454,6
2010,699,1,156,"H3","382569",8,1000,1000,459,0
2010,699,1,156,"H3","39",1,,,783290316,0
2010,699,2,156,"H3","39",1,,,370691619,0
2010,699,1,156,"H3","3901",8,36061112,36061112,54700429,0
2010,699,2,156,"H3","3901",8,47860645,47860645,56116547,6
2010,699,1,156,"H3","390120",8,6013458,6013458,7862869,0
2010,699,2,156,"H3","390120",8,46354312,46354312,54224882,6
2010,699,1,156,"H3","3902",8,8986597,8986597,13932523,0
2010,699,2,156,"H3","3902",8,227914498,227914498,252687568,6
2010,699,1,156,"H3","390230",8,769621,769621,1423541,0
2010,699,2,156,"H3","390230",8,8934,8934,11306,6
2010,699,1,156,"H3","390290",8,1367146,1367146,2771991,0
2010,699,2,156,"H3","390290",8,59957,59957,173407,6
2010,699,1,156,"H3","390311",8,3631248,3631248,5197763,0
2010,699,1,156,"H3","390319",8,1368038,1368038,1830361,0
2010,699,2,156,"H3","390319",8,5621517,5621517,6709734,6
2010,699,1,156,"H3","390320",8,45844,45844,155616,0
2010,699,1,156,"H3","390330",8,2766309,2766309,6740004,0
2010,699,2,156,"H3","390330",8,41595,41595,69630,6
2010,699,2,156,"H3","390390",8,2086,2086,3491,6
2010,699,1,156,"H3","390390",8,1240402,1240402,3671119,0
2010,699,1,156,"H3","3904",8,39220963,39220963,54876478,0
2010,699,2,156,"H3","3904",8,90062,90062,597802,6
2010,699,1,156,"H3","390421",8,28770890,28770890,24991755,0
2010,699,2,156,"H3","390421",8,32497,32497,46628,6
2010,699,1,156,"H3","390430",8,2052351,2052351,7496146,0
2010,699,2,156,"H3","390430",8,1601,1601,3199,6
2010,699,1,156,"H3","390490",8,1831045,1831045,3932888,0
2010,699,2,156,"H3","390490",8,614,614,2270,6
2010,699,1,156,"H3","3905",8,5714593,5714593,15130710,0
2010,699,2,156,"H3","3905",8,320356,320356,456695,6
2010,699,1,156,"H3","390512",8,401762,401762,1248038,0
2010,699,2,156,"H3","390512",8,314477,314477,434813,6
2010,699,1,156,"H3","390519",8,50503,50503,214509,0
2010,699,1,156,"H3","390521",8,931725,931725,884476,0
2010,699,1,156,"H3","390529",8,930663,930663,1681053,0
2010,699,2,156,"H3","390529",8,4971,4971,13928,6
2010,699,1,156,"H3","390530",8,1587868,1587868,3253424,0
2010,699,1,156,"H3","390599",8,1754588,1754588,7634064,0
2010,699,2,156,"H3","390599",8,908,908,7954,6
2010,699,1,156,"H3","3906",8,7710218,7710218,18216446,0
2010,699,2,156,"H3","3906",8,353302,353302,783000,6
2010,699,1,156,"H3","390690",8,6763845,6763845,15817068,0
2010,699,2,156,"H3","390690",8,152844,152844,324849,6
2010,699,1,156,"H3","390720",8,10138541,10138541,20057383,0
2010,699,2,156,"H3","390720",8,1153192,1153192,2479246,6
2010,699,1,156,"H3","390750",8,33220,33220,66955,0
2010,699,1,156,"H3","390791",8,10730013,10730013,18592125,0
2010,699,2,156,"H3","390791",8,70284,70284,160997,6
2010,699,1,156,"H3","390799",8,7530415,7530415,15897824,0
2010,699,2,156,"H3","390799",8,604505,604505,1833848,6
2010,699,1,156,"H3","3908",8,4414358,4414358,16152691,0
2010,699,2,156,"H3","3908",8,5639,5639,16208,6
2010,699,1,156,"H3","390810",8,2570825,2570825,9699978,0
2010,699,2,156,"H3","390810",8,4344,4344,11565,6
2010,699,1,156,"H3","390890",8,1843533,1843533,6452713,0
2010,699,2,156,"H3","390890",8,1295,1295,4643,6
2010,699,1,156,"H3","3909",8,4173680,4173680,10981536,0
2010,699,2,156,"H3","3909",8,532614,532614,1310583,6
2010,699,1,156,"H3","390920",8,209325,209325,369983,0
2010,699,2,156,"H3","390920",8,14010,14010,33886,6
2010,699,1,156,"H3","390930",8,636224,636224,1476491,0
2010,699,1,156,"H3","390950",8,1540772,1540772,5001138,0
2010,699,2,156,"H3","390950",8,106499,106499,395709,6
2010,699,1,156,"H3","3911",8,6806161,6806161,11826947,0
2010,699,2,156,"H3","3911",8,21325,21325,89431,6
2010,699,1,156,"H3","3912",8,6014022,6014022,23775063,0
2010,699,2,156,"H3","3912",8,106446,106446,413797,6
2010,699,1,156,"H3","391212",8,48900,48900,163869,0
2010,699,1,156,"H3","391220",8,412007,412007,956540,0
2010,699,2,156,"H3","391220",8,14,14,31,6
2010,699,1,156,"H3","391231",8,2364361,2364361,6800875,0
2010,699,2,156,"H3","391231",8,59204,59204,205674,6
2010,699,1,156,"H3","391239",8,1514717,1514717,9713262,0
2010,699,2,156,"H3","391239",8,8036,8036,54586,6
2010,699,1,156,"H3","391290",8,1348356,1348356,5424024,0
